id	pid	role	visible_bbox	center	value	description
1	0	Group	[0, 0, 1600, 1280]	[800.0, 640.0]		
26	1	Image	[610, 148, 32, 24]	[626.0, 160.0]		|CZ
25	1	StaticText	[658, 148, 90, 24]	[703.0, 160.0]	Czechia	
24	1	StaticText	[96, 170, 192, 20]	[192.0, 180.0]	YOU'RE HERE NOW	
23	1	StaticText	[850, 170, 184, 20]	[942.0, 180.0]	VPN CONNECTION	
22	1	StaticText	[1380, 168, 34, 24]	[1397.0, 180.0]	Off	
21	1	StaticText	[604, 188, 146, 24]	[677.0, 200.0]	91.139.84.198	
20	1	Button	[1440, 156, 64, 48]	[1472.0, 180.0]		|reportFlag
19	1	Image	[200, 278, 240, 240]	[320.0, 398.0]		
18	1	Image	[768, 374, 160, 160]	[848.0, 454.0]		
17	1	Image	[1248, 374, 160, 160]	[1328.0, 454.0]		
16	1	StaticText	[72, 562, 330, 40]	[237.0, 582.0]	Location changer	
15	1	StaticText	[648, 576, 268, 32]	[782.0, 592.0]	Smart connection	
14	1	StaticText	[1128, 576, 154, 32]	[1205.0, 592.0]	Streaming	
13	1	StaticText	[72, 628, 450, 118]	[297.0, 687.0]	You pick the country – we connect you to our safe servers located there.	
12	1	StaticText	[648, 640, 374, 94]	[835.0, 687.0]	Have your VPN automatically set up in the most efficient way with our smart VPN presets.	
11	1	StaticText	[1128, 640, 376, 94]	[1316.0, 687.0]	Watch shows on your favorite streaming service with this smart VPN tool.	
10	1	Image	[656, 908, 40, 40]	[676.0, 928.0]		
9	1	StaticText	[704, 920, 138, 18]	[773.0, 929.0]	Top protection	
8	1	Image	[1136, 906, 48, 48]	[1160.0, 930.0]		
7	1	StaticText	[1200, 920, 90, 18]	[1245.0, 929.0]	Netflix US	
6	1	Image	[80, 982, 84, 64]	[122.0, 1014.0]		
5	1	StaticText	[180, 1000, 100, 28]	[230.0, 1014.0]	Ukraine	
4	1	Button	[388, 990, 172, 48]	[474.0, 1014.0]		|Pick country
3	1	Button	[56, 1160, 48, 48]	[80.0, 1184.0]		|settings_icon
2	1	Button	[560, 1128, 480, 96]	[800.0, 1176.0]		|Teleport me
