id	pid	role	visible_bbox	center	value	description
1	0	Window	[0, 0, 2048, 1536]	[1024.0, 768.0]		Clock
12	1	Group	[0, 0, 2048, 1536]	[1024.0, 768.0]		
13	12	Group	[0, 0, 2048, 1536]	[1024.0, 768.0]		
14	13	Group	[0, 0, 2048, 1536]	[1024.0, 768.0]		
15	14	Group	[0, 0, 2048, 1536]	[1024.0, 768.0]		
24	15	GenericElement	[624, 90, 800, 306]	[1024.0, 243.0]		|6.04 seconds
23	15	StaticText	[704, 406, 80, 28]	[744.0, 420.0]		|Lap No.
22	15	StaticText	[1000, 406, 48, 28]	[1024.0, 420.0]		|Split
21	15	StaticText	[1292, 406, 52, 28]	[1318.0, 420.0]		|Total
18	15	Group	[0, 450, 2048, 826]	[1024.0, 863.0]		
19	18	Group	[0, 450, 2048, 62]	[1024.0, 481.0]		|Lap 1, 6.04 seconds, 6.04 seconds, elapsed
20	19	StaticText	[0, 450, 2048, 62]	[1024.0, 481.0]		|Lap 1, 6.04 seconds, 6.04 seconds, elapsed
17	15	Button	[692, 1368, 324, 80]	[854.0, 1408.0]		|Lap
16	15	Button	[1032, 1368, 324, 80]	[1194.0, 1408.0]		|Stop
3	1	Toolbar	[0, 0, 2048, 104]	[1024.0, 52.0]		
6	3	Group	[652, 0, 742, 104]	[1023.0, 52.0]		
7	6	RadioGroup	[648, 12, 750, 80]	[1023.0, 52.0]	<AXUIElement 0x11b628b90> {pid=92889}	
11	7	RadioButton	[648, 12, 194, 80]	[745.0, 52.0]	0	|World Clock
10	7	RadioButton	[842, 12, 182, 80]	[933.0, 52.0]	0	|Alarms
9	7	RadioButton	[1024, 12, 182, 80]	[1115.0, 52.0]	1	|Stopwatch
8	7	RadioButton	[1206, 12, 192, 80]	[1302.0, 52.0]	0	|Timers
4	3	MenuButton	[1960, 0, 72, 104]	[1996.0, 52.0]		|Add
5	4	MenuButton	[1956, 12, 80, 80]	[1996.0, 52.0]		
2	1	Button	[78, 36, 28, 32]	[92.0, 52.0]		
