id	pid	role	visible_bbox	center	value	description
1	0	Window	[0, 0, 2188, 1104]	[1094.0, 552.0]		Timemator
5	1	SplitGroup	[0, 0, 2188, 1104]	[1094.0, 552.0]		
29	5	ScrollArea	[0, 104, 344, 856]	[172.0, 532.0]		
30	29	Outline	[0, 104, 344, 856]	[172.0, 532.0]		
40	30	Row	[0, 104, 344, 72]	[172.0, 140.0]		
41	40	Cell	[20, 104, 304, 72]	[172.0, 140.0]		
43	41	StaticText	[90, 120, 222, 38]	[201.0, 139.0]	Tracking	
42	41	Image	[38, 120, 40, 40]	[58.0, 140.0]		|sidebar tracking
36	30	Row	[0, 176, 344, 72]	[172.0, 212.0]		
37	36	Cell	[20, 176, 304, 72]	[172.0, 212.0]		
39	37	StaticText	[90, 192, 222, 38]	[201.0, 211.0]	Timeline	
38	37	Image	[38, 192, 40, 40]	[58.0, 212.0]		|sidebar timeline
32	30	Row	[0, 248, 344, 72]	[172.0, 284.0]		
33	32	Cell	[20, 248, 304, 72]	[172.0, 284.0]		
35	33	StaticText	[90, 264, 222, 38]	[201.0, 283.0]	Reports	
34	33	Image	[38, 264, 40, 40]	[58.0, 284.0]		|sidebar reports
31	30	Column	[20, 104, 304, 856]	[172.0, 532.0]		
28	5	StaticText	[114, 1006, 198, 38]	[213.0, 1025.0]	00:00:13	
27	5	StaticText	[114, 1044, 198, 30]	[213.0, 1059.0]	First Task	
26	5	Splitter	[344, 104, 2, 1000]	[345.0, 604.0]	172.0	
25	5	StaticText	[1940, 142, 104, 42]	[1992.0, 163.0]	$0.00	
24	5	StaticText	[2078, 142, 82, 42]	[2119.0, 163.0]	0:00	
6	5	ScrollArea	[346, 282, 1842, 822]	[1267.0, 693.0]		
11	6	Unknown	[346, 0, 1842, 1104]	[1267.0, 552.0]		
23	11	StaticText	[386, 574, 68, 28]	[420.0, 588.0]	16:00	
22	11	StaticText	[386, 190, 66, 28]	[419.0, 204.0]	12:00	
21	11	StaticText	[386, 862, 68, 28]	[420.0, 876.0]	19:00	
20	11	StaticText	[386, 382, 68, 28]	[420.0, 396.0]	14:00	
19	11	StaticText	[386, 766, 68, 28]	[420.0, 780.0]	18:00	
18	11	StaticText	[386, 478, 66, 28]	[419.0, 492.0]	15:00	
17	11	StaticText	[386, 286, 66, 28]	[419.0, 300.0]	13:00	
16	11	StaticText	[390, 94, 64, 28]	[422.0, 108.0]	11:00	
15	11	StaticText	[382, 958, 70, 28]	[417.0, 972.0]	20:00	
14	11	StaticText	[388, 670, 66, 28]	[421.0, 684.0]	17:00	
13	11	StaticText	[386, 1054, 66, 28]	[419.0, 1068.0]	21:00	
12	11	StaticText	[386, 0, 66, 26]	[419.0, 13.0]	10:00	
7	6	ScrollBar	[2156, 282, 32, 822]	[2172.0, 693.0]	0.8315579227696405	
10	7	ValueIndicator	[2164, 722, 24, 288]	[2176.0, 866.0]	0.8315579227696405	
9	7	Button	[2164, 1012, 24, 90]	[2176.0, 1057.0]		
8	7	Button	[2164, 282, 24, 440]	[2176.0, 502.0]		
2	1	Toolbar	[0, 0, 2188, 104]	[1094.0, 52.0]		
4	2	Button	[2010, 0, 88, 104]	[2054.0, 52.0]		|Show in Reports
3	2	Button	[2098, 0, 74, 104]	[2135.0, 52.0]		|Export
