id	pid	role	visible_bbox	center	value	description
1	0	Window	[0, 0, 1560, 948]	[780.0, 474.0]		Swish
5	1	SplitGroup	[0, 0, 1560, 948]	[780.0, 474.0]		
62	5	ScrollArea	[0, 104, 300, 844]	[150.0, 526.0]		
63	62	Table	[0, 104, 300, 844]	[150.0, 526.0]		
89	63	Row	[0, 104, 300, 72]	[150.0, 140.0]		
90	89	Cell	[32, 104, 236, 72]	[150.0, 140.0]		
92	90	Image	[42, 122, 34, 34]	[59.0, 139.0]		|General
91	90	StaticText	[92, 122, 180, 36]	[182.0, 140.0]	General	
85	63	Row	[0, 176, 300, 72]	[150.0, 212.0]		
86	85	Cell	[32, 176, 236, 72]	[150.0, 212.0]		
88	86	Image	[40, 196, 42, 32]	[61.0, 212.0]		|Windows
87	86	StaticText	[92, 194, 180, 36]	[182.0, 212.0]	Windows	
81	63	Row	[0, 248, 300, 72]	[150.0, 284.0]		
82	81	Cell	[32, 248, 236, 72]	[150.0, 284.0]		
84	82	Image	[40, 268, 40, 30]	[60.0, 283.0]		|Snapping
83	82	StaticText	[92, 266, 180, 36]	[182.0, 284.0]	Snapping	
77	63	Row	[0, 320, 300, 72]	[150.0, 356.0]		
78	77	Cell	[32, 320, 236, 72]	[150.0, 356.0]		
80	78	Image	[40, 340, 40, 30]	[60.0, 355.0]		|Apps
79	78	StaticText	[92, 338, 180, 36]	[182.0, 356.0]	Apps	
73	63	Row	[0, 392, 300, 72]	[150.0, 428.0]		
74	73	Cell	[32, 392, 236, 72]	[150.0, 428.0]		
76	74	Image	[40, 412, 40, 30]	[60.0, 427.0]		|Menubar
75	74	StaticText	[92, 410, 180, 36]	[182.0, 428.0]	Menubar	
69	63	Row	[0, 464, 300, 72]	[150.0, 500.0]		
70	69	Cell	[32, 464, 236, 72]	[150.0, 500.0]		
72	70	Image	[38, 482, 42, 34]	[59.0, 499.0]		|Advanced
71	70	StaticText	[92, 482, 180, 36]	[182.0, 500.0]	Advanced	
65	63	Row	[0, 536, 300, 72]	[150.0, 572.0]		
66	65	Cell	[32, 536, 236, 72]	[150.0, 572.0]		
68	66	Image	[44, 556, 32, 32]	[60.0, 572.0]		|About
67	66	StaticText	[92, 554, 180, 36]	[182.0, 572.0]	About	
