id	pid	role	visible_bbox	center	value	description
1	0	Window	[0, 0, 3000, 1600]	[1500.0, 800.0]		TouchRetouch - 547875140019.jpg
34	1	Button	[1318, 140, 140, 96]	[1388.0, 188.0]		
33	1	Button	[1180, 140, 140, 96]	[1250.0, 188.0]		
32	1	StaticText	[1538, 162, 54, 32]	[1565.0, 178.0]	Size	
30	1	Slider	[1604, 168, 228, 46]	[1718.0, 191.0]	50.0	
31	30	ValueIndicator	[1682, 170, 38, 38]	[1701.0, 189.0]	50.0	
29	1	StaticText	[1538, 192, 54, 24]	[1565.0, 204.0]	50	
28	1	Button	[756, 140, 340, 96]	[926.0, 188.0]		               Mirroring
27	1	StaticText	[1874, 162, 112, 32]	[1930.0, 178.0]	Hardness	
25	1	Slider	[2000, 168, 228, 46]	[2114.0, 191.0]	20.0	
26	25	ValueIndicator	[2016, 170, 38, 38]	[2035.0, 189.0]	20.0	
24	1	StaticText	[1874, 192, 112, 24]	[1930.0, 204.0]	20%	
23	1	StaticText	[2270, 162, 92, 32]	[2316.0, 178.0]	Opacity	
21	1	Slider	[2374, 168, 228, 46]	[2488.0, 191.0]	80.0	
22	21	ValueIndicator	[2526, 170, 38, 38]	[2545.0, 189.0]	80.0	
20	1	StaticText	[2270, 192, 92, 24]	[2316.0, 204.0]	80%	
19	1	Button	[0, 44, 140, 96]	[70.0, 92.0]		Open
18	1	Button	[2720, 44, 140, 96]	[2790.0, 92.0]		History
17	1	Button	[2580, 44, 140, 96]	[2650.0, 92.0]		Redo
16	1	Button	[2440, 44, 140, 96]	[2510.0, 92.0]		Undo
15	1	Button	[2300, 44, 140, 96]	[2370.0, 92.0]		Compare
14	1	Button	[1358, 44, 140, 96]	[1428.0, 92.0]		Quick Repair
13	1	Button	[1216, 44, 140, 96]	[1286.0, 92.0]		Object Removal_short
12	1	Button	[1500, 44, 140, 96]	[1570.0, 92.0]		Line Removal_short
11	1	Button	[1642, 44, 140, 96]	[1712.0, 92.0]		Clone Stamp
10	1	Button	[2860, 44, 140, 96]	[2930.0, 92.0]		Export
9	1	Button	[844, 74, 50, 36]	[869.0, 92.0]		
7	1	Slider	[528, 68, 300, 56]	[678.0, 96.0]	64.0	
8	7	ValueIndicator	[602, 74, 38, 38]	[621.0, 93.0]	64.0	
6	1	StaticText	[640, 106, 74, 22]	[677.0, 117.0]	64%	
5	1	Button	[462, 74, 50, 36]	[487.0, 92.0]		
4	1	Button	[1900, 44, 140, 96]	[1970.0, 92.0]		Tone & Color
3	1	Button	[2040, 44, 140, 96]	[2110.0, 92.0]		Crop
2	1	StaticText	[1268, 10, 464, 32]	[1500.0, 26.0]	TouchRetouch - 547875140019.jpg	
